nosaukums,Numurs,stils,dizains,Jauns,Apkārtne,Mēbeles,Santehnika,Gads,Atsauksmes,Atrašanās vieta,Guļamistabas,Gultas,Cena,Numura kvadratr,Vesels mājoklis,Iekļautas brokastis,Iekļauts SPA,Terase,Sauna,Autostavveita,Wi-fi,Veļas mazgājamā masīna,Virtuve,Dārzs,Grils,Privāta vannas istaba,baseins,restorāns,apkalpošana numura,brokastis,bārs
St. Peter's Boutique Hotel,2456,0,0,0,0,0,0,2009,8.7,9.6,0,2,74,22,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
St. Peter's Boutique Hotel,2457,0,0,0,0,0,0,2009,8.7,9.6,0,2,83,27,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
St. Peter's Boutique Hotel,2458,0,0,0,0,0,0,2009,8.7,9.6,0,3,115,27,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
St. Peter's Boutique Hotel,2459,0,0,0,0,0,0,2009,8.7,9.6,1,2,88,35,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
St. Peter's Boutique Hotel,2460,0,0,0,0,0,0,2009,8.7,9.6,1,3,122,35,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
St. Peter's Boutique Hotel,2461,0,0,0,0,0,0,2009,8.7,9.6,1,2,106,50,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
St. Peter's Boutique Hotel,2462,0,0,0,0,0,0,2009,8.7,9.6,1,2,112,36,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
St. Peter's Boutique Hotel,2463,0,0,0,0,0,0,2009,8.7,9.6,1,3,145,36,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Atpūtas komplekss Lilaste,2464,0,0,0,0,0,0,2012,8.4,9.2,0,2,40,15,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
Atpūtas komplekss Lilaste,2465,0,0,0,0,0,0,2012,8.4,9.2,0,1,25,15,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
Atpūtas komplekss Lilaste,2466,0,0,0,0,0,0,2012,8.4,9.2,0,2,50,15,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
Atpūtas komplekss Lilaste,2467,0,0,0,0,0,0,2012,8.4,9.2,0,2,65,20,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
Atpūtas komplekss Lilaste,2468,0,0,0,0,0,0,2012,8.4,9.2,0,4,65,26,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
Atpūtas komplekss Lilaste,2469,0,0,0,0,0,0,2012,8.4,9.2,1,4,110,40,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
Atpūtas komplekss Lilaste,2470,0,0,0,0,0,0,2012,8.4,9.2,2,6,150,50,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
Juglaslīči,2471,0,0,0,0,0,0,2023,10,9.5,1,2,108,42,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0
Juglaslīči,2472,0,0,0,0,0,0,2023,10,9.5,1,2,120,42,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0
Juglaslīči,2473,0,0,0,0,0,0,2023,10,9.5,1,1,97,42,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0
Juglaslīči,2474,0,0,0,0,0,0,2023,10,9.5,1,1,108,42,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0
Closer to the Sea,2475,0,0,0,0,0,0,2022,9.6,9.5,0,2,58,50,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0
Closer to the Sea,2476,0,0,0,0,0,0,2022,9.6,9.5,0,3,63,50,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0
Closer to the Sea,2477,0,0,0,0,0,0,2022,9.6,9.5,0,2,64,50,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0
Closer to the Sea,2478,0,0,0,0,0,0,2022,9.6,9.5,0,3,68,50,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0
Hotel Edvards,2479,0,0,0,0,0,0,2008,8.9,9.5,0,2,85,20,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
Hotel Edvards,2480,0,0,0,0,0,0,2008,8.9,9.5,0,2,107,26,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
Hotel Edvards,2481,0,0,0,0,0,0,2008,8.9,9.5,0,1,70,16,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
Burziņi,2482,0,0,0,0,0,0,2017,9.7,9.7,1,2,70,56,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
Burziņi,2483,0,0,0,0,0,0,2017,9.7,9.7,1,3,89,56,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
Burziņi,2484,0,0,0,0,0,0,2017,9.7,9.7,1,4,108,56,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
Burziņi,2485,0,0,0,0,0,0,2017,9.7,9.7,1,5,127,56,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
Burziņi,2486,0,0,0,0,0,0,2017,9.7,9.7,2,2,93,60,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
Burziņi,2487,0,0,0,0,0,0,2017,9.7,9.7,2,3,112,60,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
Burziņi,2488,0,0,0,0,0,0,2017,9.7,9.7,2,4,131,60,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
Burziņi,2489,0,0,0,0,0,0,2017,9.7,9.7,2,5,150,60,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
Burziņi,2490,0,0,0,0,0,0,2017,9.7,9.7,2,6,169,60,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
Burziņi,2491,0,0,0,0,0,0,2017,9.7,9.7,2,7,188,60,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
Birinu Pils,2492,0,0,0,0,0,0,2012,9.2,9.4,0,2,80,17,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0
Birinu Pils,2493,0,0,0,0,0,0,2012,9.2,9.4,0,2,95,17,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0
Birinu Pils,2494,0,0,0,0,0,0,2012,9.2,9.4,0,2,140,25,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0
Birinu Pils,2495,0,0,0,0,0,0,2012,9.2,9.4,0,2,220,33,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0
Birinu Pils,2496,0,0,0,0,0,0,2012,9.2,9.4,0,4,140,34,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0
Dzivoklis ar saunu,2497,0,0,0,0,0,0,2022,9.3,8.3,0,2,80,52,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Idille1,2498,0,0,0,0,0,0,2023,9.9,10,1,2,130,54,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0
"Albatross Getaway by the sea, SPA and forest with a Terrace",2499,0,0,0,0,0,0,2022,9.5,9.6,1,2,83,39,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0
Glempings Velo Latgale,2500,0,0,0,0,0,0,2021,9.7,9.6,0,2,82,40,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
Viļņi,2501,0,0,0,0,0,0,2017,9.2,9.8,0,3,90,70,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
Viļņi,2502,0,0,0,0,0,0,2017,9.2,9.8,0,4,100,70,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
Viļņi,2503,0,0,0,0,0,0,2017,9.2,9.8,0,5,110,70,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
Viļņi,2504,0,0,0,0,0,0,2017,9.2,9.8,0,6,120,70,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
Viļņi,2505,0,0,0,0,0,0,2017,9.2,9.8,0,7,130,70,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
Viļņi,2506,0,0,0,0,0,0,2017,9.2,9.8,0,8,143,70,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
Camping Bušas,2507,0,0,0,0,0,0,2012,9.1,8.6,1,2,75,60,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
Camping Bušas,2508,0,0,0,0,0,0,2012,9.1,8.6,1,3,85,60,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
Camping Bušas,2509,0,0,0,0,0,0,2012,9.1,8.6,1,4,95,60,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
Camping Bušas,2510,0,0,0,0,0,0,2012,9.1,8.6,1,5,105,60,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
Camping Bušas,2511,0,0,0,0,0,0,2012,9.1,8.6,1,6,115,60,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
Camping Bušas,2512,0,0,0,0,0,0,2012,9.1,8.6,1,7,125,60,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
Camping Bušas,2513,0,0,0,0,0,0,2012,9.1,8.6,1,8,135,60,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
Camping Bušas,2514,0,0,0,0,0,0,2012,9.1,8.6,1,2,100,60,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
Family Garden Apartments with Free Parking & Playground,2515,0,0,0,0,0,0,2018,8.9,8.2,2,2,56,36,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
Family Garden Apartments with Free Parking & Playground,2516,0,0,0,0,0,0,2018,8.9,8.2,2,3,64,36,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
Family Garden Apartments with Free Parking & Playground,2517,0,0,0,0,0,0,2018,8.9,8.2,2,4,72,36,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
Family Garden Apartments with Free Parking & Playground,2518,0,0,0,0,0,0,2018,8.9,8.2,2,1,49,36,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
Family Garden Apartments with Free Parking & Playground,2519,0,0,0,0,0,0,2018,8.9,8.2,2,2,57,35,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
Family Garden Apartments with Free Parking & Playground,2520,0,0,0,0,0,0,2018,8.9,8.2,2,3,65,35,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
Family Garden Apartments with Free Parking & Playground,2521,0,0,0,0,0,0,2018,8.9,8.2,2,4,73,35,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
Family Garden Apartments with Free Parking & Playground,2522,0,0,0,0,0,0,2018,8.9,8.2,2,1,50,35,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
Family Garden Apartments with Free Parking & Playground,2523,0,0,0,0,0,0,2018,8.9,8.2,1,2,59,28,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
Family Garden Apartments with Free Parking & Playground,2524,0,0,0,0,0,0,2018,8.9,8.2,1,3,68,28,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
Family Garden Apartments with Free Parking & Playground,2525,0,0,0,0,0,0,2018,8.9,8.2,1,4,76,28,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
Family Garden Apartments with Free Parking & Playground,2526,0,0,0,0,0,0,2018,8.9,8.2,1,1,50,28,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
Putnu pirts,2527,0,0,0,0,0,0,2021,9.7,9.5,1,2,140,27,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0
West Key Apartment,2528,0,0,0,0,0,0,2021,9.5,9.1,0,2,60,55,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0
West Key Apartment,2529,0,0,0,0,0,0,2021,9.5,9.1,0,3,63,55,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0
West Key Apartment,2530,0,0,0,0,0,0,2021,9.5,9.1,0,4,69,55,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0
West Key Apartment,2531,0,0,0,0,0,0,2021,9.5,9.1,0,1,57,55,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0
Viesu nams ADLERI,2532,0,0,0,0,0,0,2023,9.3,8.9,0,2,65,22,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
Viesu nams ADLERI,2533,0,0,0,0,0,0,2023,9.3,8.9,0,4,80,22,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
Viesu nams ADLERI,2534,0,0,0,0,0,0,2023,9.3,8.9,0,2,100,64,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
Viesu nams ADLERI,2535,0,0,0,0,0,0,2023,9.3,8.9,0,4,130,64,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
Viesu nams ADLERI,2536,0,0,0,0,0,0,2023,9.3,8.9,0,6,108,25,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
Viesu nams ADLERI,2537,0,0,0,0,0,0,2023,9.3,8.9,0,8,120,25,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
Wild Meadow,2538,0,0,0,0,0,0,2023,10,8.8,1,2,83,15,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
Wild Meadow,2539,0,0,0,0,0,0,2023,10,8.8,1,2,93,15,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
Apartment for You,2540,0,0,0,0,0,0,2018,9,9.3,1,2,164,30,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Apartment for You,2541,0,0,0,0,0,0,2018,9,9.3,1,3,169,30,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Apartment for You,2542,0,0,0,0,0,0,2018,9,9.3,1,4,179,30,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Apartment for You,2543,0,0,0,0,0,0,2018,9,9.3,1,1,159,30,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Ventspils Rātslaukuma apartamenti,2544,0,0,0,0,0,0,2017,9.5,9.9,0,2,60,29,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
Ventspils Rātslaukuma apartamenti,2545,0,0,0,0,0,0,2017,9.5,9.9,1,4,70,35,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
Ventspils Rātslaukuma apartamenti,2546,0,0,0,0,0,0,2017,9.5,9.9,1,4,80,55,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
Ventspils Rātslaukuma apartamenti,2547,0,0,0,0,0,0,2017,9.5,9.9,1,5,110,59,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
Lauma,2548,0,0,0,0,0,0,2017,8.7,9.6,2,2,48,30,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Lauma,2549,0,0,0,0,0,0,2017,8.7,9.6,2,3,56,30,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Lauma,2550,0,0,0,0,0,0,2017,8.7,9.6,2,4,64,30,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Lauma,2551,0,0,0,0,0,0,2017,8.7,9.6,2,5,72,30,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Lauma,2552,0,0,0,0,0,0,2017,8.7,9.6,2,6,80,30,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Lauma,2553,0,0,0,0,0,0,2017,8.7,9.6,2,1,40,30,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Biržu Muižas Apartamenti,2554,0,0,0,0,0,0,2022,8.7,9.2,2,2,50,58,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Biržu Muižas Apartamenti,2555,0,0,0,0,0,0,2022,8.7,9.2,2,3,80,58,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Biržu Muižas Apartamenti,2556,0,0,0,0,0,0,2022,8.7,9.2,2,4,100,58,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
A1 apartments with free parking,2557,0,0,0,0,0,0,2017,8.5,9.3,1,2,71,45,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
A1 apartments with free parking,2558,0,0,0,0,0,0,2017,8.5,9.3,1,3,89,45,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Charming Family Vacation Home,2559,0,0,0,0,0,0,2023,8,8,2,4,71,130,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
Place of bliss,2560,0,0,0,0,0,0,2023,8,8,1,2,79,180,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
Kupfernams,2561,0,0,0,0,0,0,2012,8,9.3,0,2,59,16,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1
Kupfernams,2562,0,0,0,0,0,0,2012,8,9.3,0,1,40,16,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1
Valensija,2563,0,0,0,0,0,0,2010,7.2,8.6,0,2,109,20,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0
Valensija,2564,0,0,0,0,0,0,2010,7.2,8.6,0,2,109,18,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0
Valensija,2565,0,0,0,0,0,0,2010,7.2,8.6,0,2,124,45,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0
Valensija,2566,0,0,0,0,0,0,2010,7.2,8.6,0,2,133,20,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0
Valensija,2567,0,0,0,0,0,0,2010,7.2,8.6,0,2,165,40,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0
Valensija,2568,0,0,0,0,0,0,2010,7.2,8.6,0,2,175,32,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0
Upes Māja,2569,0,0,0,0,0,0,2022,9.8,9.8,1,2,154,35,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
Upes Māja,2570,0,0,0,0,0,0,2022,9.8,9.8,1,3,162,35,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
Upes Māja,2571,0,0,0,0,0,0,2022,9.8,9.8,1,4,171,35,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
Upes Māja,2572,0,0,0,0,0,0,2022,9.8,9.8,1,1,145,35,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
Viesu māja Manturi,2573,0,0,0,0,0,0,2020,8.1,8.7,1,2,60,30,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0
Aizkraukle Penthouse apartment,2574,0,0,0,0,0,0,2022,9.2,9.2,0,2,50,25,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Sunrise Apartment,2575,0,0,0,0,0,0,2022,9.4,8.5,1,2,51,37,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Sunrise Apartment,2576,0,0,0,0,0,0,2022,9.4,8.5,1,3,68,37,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Sunrise Apartment,2577,0,0,0,0,0,0,2022,9.4,8.5,1,4,78,37,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Sunrise Apartment,2578,0,0,0,0,0,0,2022,9.4,8.5,1,1,47,37,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Church Hill Apartment,2579,0,0,0,0,0,0,2023,9.6,8.3,1,2,45,34,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
"Brīvdienu māja ""Celmiņi"" un melnās pirts pieredze",2580,0,0,0,0,0,0,2018,9.7,9.6,3,2,58,85,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0
"Brīvdienu māja ""Celmiņi"" un melnās pirts pieredze",2581,0,0,0,0,0,0,2018,9.7,9.6,3,3,88,85,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0
"Brīvdienu māja ""Celmiņi"" un melnās pirts pieredze",2582,0,0,0,0,0,0,2018,9.7,9.6,3,4,116,85,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0
"Brīvdienu māja ""Celmiņi"" un melnās pirts pieredze",2583,0,0,0,0,0,0,2018,9.7,9.6,3,5,143,85,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0
"Brīvdienu māja ""Celmiņi"" un melnās pirts pieredze",2584,0,0,0,0,0,0,2018,9.7,9.6,3,6,170,85,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0
Rakstvežu apartamenti,2585,0,0,0,0,0,0,2021,9.5,9.7,1,2,66,51,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Aitiņlauvas,2586,0,0,0,0,0,0,2013,8.6,8.3,0,2,55,18,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1
Aitiņlauvas,2587,0,0,0,0,0,0,2013,8.6,8.3,0,3,85,18,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1
Ring Stop Holiday Apartment,2588,0,0,0,0,0,0,2021,9.5,9.4,2,2,104,70,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0
Ring Stop Holiday Apartment,2589,0,0,0,0,0,0,2021,9.5,9.4,2,3,110,70,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0
Ring Stop Holiday Apartment,2590,0,0,0,0,0,0,2021,9.5,9.4,2,4,117,70,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0
Ring Stop Holiday Apartment,2591,0,0,0,0,0,0,2021,9.5,9.4,2,5,123,70,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0
Ring Stop Holiday Apartment,2592,0,0,0,0,0,0,2021,9.5,9.4,2,6,130,70,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0
Ring Stop Holiday Apartment,2593,0,0,0,0,0,0,2021,9.5,9.4,2,1,97,70,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0
Schneider,2594,0,0,0,0,0,0,2019,9.1,9.7,3,8,219,120,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0
Kurzemītes apartamenti,2595,0,0,0,0,0,0,2021,9.7,9.4,1,2,47,35,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Kurzemītes apartamenti,2596,0,0,0,0,0,0,2021,9.7,9.4,1,3,57,35,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Kurzemītes apartamenti,2597,0,0,0,0,0,0,2021,9.7,9.4,1,4,62,35,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Kurzemītes apartamenti,2598,0,0,0,0,0,0,2021,9.7,9.4,1,1,37,35,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Guest house Kajaki-Ragaciems,2599,0,0,0,0,0,0,2017,9.5,9.6,0,2,60,20,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0
Ezerdzirnas,2600,0,0,0,0,0,0,2023,10,10,1,2,83,30,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0
Ezerdzirnas,2601,0,0,0,0,0,0,2023,10,10,1,3,88,30,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0
Ezerdzirnas,2602,0,0,0,0,0,0,2023,10,10,1,4,98,30,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0
Ezerdzirnas,2603,0,0,0,0,0,0,2023,10,10,1,1,78,30,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0
????????????? ???????? Smart-Home,2604,0,0,0,0,0,0,2019,8.6,9.6,1,4,40,40,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
Dzintarmājas,2605,0,0,0,0,0,0,2021,9.3,8.9,1,2,80,25,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
Ozoliņi,2606,0,0,0,0,0,0,2015,9.5,9.7,4,8,200,120,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
Ligatne's apartment,2607,0,0,0,0,0,0,2017,9,9.5,1,2,46,31,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0
Apartment Kurši,2608,0,0,0,0,0,0,2023,9,8.7,2,2,75,72,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Apartment Kurši,2609,0,0,0,0,0,0,2023,9,8.7,2,3,85,72,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Apartment Kurši,2610,0,0,0,0,0,0,2023,9,8.7,2,4,95,72,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Apartment Kurši,2611,0,0,0,0,0,0,2023,9,8.7,2,5,110,72,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Apartment Kurši,2612,0,0,0,0,0,0,2023,9,8.7,2,1,70,72,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Guest House Pilsētnieki,2613,0,0,0,0,0,0,2012,8.8,9.3,1,2,50,25,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0
Guest House Pilsētnieki,2614,0,0,0,0,0,0,2012,8.8,9.3,1,6,100,25,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0
Jūvgumegi,2615,0,0,0,0,0,0,2021,9,9.2,1,2,80,20,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
WILLOW,2616,0,0,0,0,0,0,2021,9.5,9.8,1,2,69,21,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
WILLOW,2617,0,0,0,0,0,0,2021,9.5,9.8,2,4,95,52,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Viesu māja Virši,2618,0,0,0,0,0,0,2023,9,9.2,1,2,81,27,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0
Viesu māja Virši,2619,0,0,0,0,0,0,2023,9,9.2,1,2,90,27,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0
The sunny willow apartments,2620,0,0,0,0,0,0,2021,9.5,9.6,1,2,34,30,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Cosy Seaside Apartment,2621,0,0,0,0,0,0,2021,9.5,9.4,1,4,63,64,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
Cosy Seaside Apartment,2622,0,0,0,0,0,0,2021,9.5,9.4,1,4,70,64,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
Brother street apartment,2623,0,0,0,0,0,0,2022,9.7,9.7,1,2,57,57,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Brother street apartment,2624,0,0,0,0,0,0,2022,9.7,9.7,1,3,60,57,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Brother street apartment,2625,0,0,0,0,0,0,2022,9.7,9.7,1,4,67,57,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Brother street apartment,2626,0,0,0,0,0,0,2022,9.7,9.7,1,1,53,57,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Round house,2627,0,0,0,0,0,0,2015,8.6,8.9,1,2,89,28,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0
Brīvdienu māja Kažoki,2628,0,0,0,0,0,0,2013,9.7,9.7,2,2,80,153,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Brīvdienu māja Kažoki,2629,0,0,0,0,0,0,2013,9.7,9.7,2,4,100,153,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0
